ID,pc1,pc2,Name,Club,Position,BestPosition,Finishing,Penalties,HeadingAccuracy,ShotPower,FKAccuracy,Dribbling,BallControl
201,-0.037673722621109115,0.4257572740250447,J. Pinola,River Plate,0,DEF,51.0,59.0,73.0,74.0,55.0,68.0,70.0
202,2.5393854755695324,2.179132690497882,J. O'Connell,Sheffield United,0,DEF,35.0,34.0,76.0,41.0,32.0,61.0,65.0
203,0.800224141953773,1.014707882282729,C. Izquierdoz,Boca Juniors,0,DEF,45.0,71.0,82.0,66.0,41.0,48.0,63.0
204,1.1897507336273658,1.308631571307391,L. López,Boca Juniors,0,DEF,50.0,46.0,82.0,67.0,32.0,59.0,62.0
205,0.8999965537523726,0.5629850709188757,N. Pallois,FC Nantes,0,DEF,44.0,45.0,75.0,78.0,41.0,59.0,62.0
206,1.677064527313819,1.364138068681569,D. Ćaleta-Car,Olympique de Marseille,0,DEF,32.0,38.0,77.0,67.0,31.0,59.0,67.0
207,-0.9577311909375344,0.326590377438863,F. Schär,Newcastle United,0,DEF,60.0,75.0,81.0,77.0,66.0,66.0,71.0
208,1.333624356366924,1.2684088927598283,T. Kehrer,Paris Saint-Germain,0,DEF,37.0,41.0,76.0,65.0,38.0,65.0,67.0
209,2.010646696645328,1.7148593864822101,D. Rugani,Juventus,0,DEF,33.0,36.0,79.0,61.0,25.0,61.0,64.0
210,1.952948029347026,1.5791878595968156,F. Uduokhai,FC Augsburg,0,DEF,33.0,38.0,79.0,62.0,31.0,49.0,69.0
211,0.573714175073169,1.2038681453882185,Mario Hermoso,Atlético de Madrid,0,DEF,42.0,45.0,79.0,65.0,55.0,66.0,75.0
212,-0.1681601088049195,1.0151495319429844,M. Ginter,Borussia Mönchengladbach,0,DEF,55.0,67.0,84.0,74.0,42.0,61.0,75.0
213,1.3305983291514225,1.2569871087135356,Rúben Semedo,Olympiacos CFP,0,DEF,43.0,38.0,76.0,70.0,26.0,66.0,67.0
214,1.6982742610798427,1.795333159884187,A. Romagnoli,AC Milan,0,DEF,30.0,34.0,78.0,64.0,24.0,65.0,75.0
215,-0.20318690012565158,1.40284642830168,Piqué,FC Barcelona,0,DEF,65.0,69.0,84.0,62.0,43.0,63.0,80.0
216,0.7833452877367665,1.6134294554683806,L. Hernández,FC Bayern München,0,DEF,53.0,42.0,82.0,62.0,39.0,65.0,76.0
217,1.474622574354843,1.8839946151676357,D. Upamecano,FC Bayern München,0,DEF,39.0,39.0,82.0,60.0,28.0,69.0,69.0
218,0.06167230604480414,0.8637590143494639,20 V. Kompany,RSC Anderlecht,0,DEF,45.0,63.0,82.0,73.0,52.0,63.0,70.0
219,1.1803902787829812,1.6830322325361249,Josué Chiamulera,Grêmio,0,DEF,38.0,56.0,83.0,53.0,49.0,56.0,70.0
220,1.3807017442483747,1.8054718328913186,C. Lenglet,FC Barcelona,0,DEF,39.0,49.0,81.0,58.0,31.0,57.0,75.0
221,0.9826312813785414,1.390108095994855,Gabriel Paulista,Valencia CF,0,DEF,42.0,51.0,81.0,61.0,46.0,60.0,69.0
222,0.41537450194187153,0.7431220465980967,Diego Carlos,Sevilla FC,0,DEF,32.0,41.0,79.0,73.0,71.0,65.0,71.0
223,1.5224301996625664,1.1410605225809567,E. Sviatchenko,FC Midtjylland,0,DEF,41.0,38.0,77.0,67.0,39.0,51.0,67.0
224,-1.0064276624225394,0.602047976021102,W. McKennie,Juventus,0,DEF,69.0,61.0,80.0,74.0,63.0,77.0,76.0
225,0.6348389661739838,0.28691050766531406,21 D. Abraham,Eintracht Frankfurt,0,DEF,46.0,54.0,79.0,74.0,67.0,44.0,59.0
226,1.8294564156550328,1.4600944063622243,Marcão,Galatasaray SK,0,DEF,23.0,56.0,68.0,52.0,34.0,61.0,72.0
227,2.066409218663665,1.5713023675563549,A. Rrahmani,Napoli,0,DEF,43.0,34.0,75.0,60.0,21.0,59.0,64.0
228,1.370530564540313,2.113557820108291,A. Diallo,Paris Saint-Germain,0,DEF,38.0,41.0,78.0,51.0,32.0,75.0,78.0
229,1.3452626695665402,1.6250702174054814,C. Dawson,West Ham United,0,DEF,49.0,66.0,82.0,57.0,24.0,48.0,67.0
230,1.6350050064991923,1.4109231679722132,21 Bruno Viana,SC Braga,0,DEF,37.0,52.0,80.0,57.0,42.0,52.0,61.0
231,-0.11453109682089345,0.8017573548845707,C. Kouyaté,Crystal Palace,0,DEF,63.0,52.0,79.0,74.0,47.0,68.0,73.0
232,-1.0859691306055892,-0.18858169553792292,20 J. Mathieu,Sporting CP,0,DEF,54.0,78.0,80.0,81.0,82.0,65.0,62.0
233,0.31021733025177795,0.13480916081510017,Dória,Santos Laguna,0,DEF,53.0,35.0,77.0,83.0,66.0,57.0,63.0
234,2.0945137060033097,1.8963119620562372,R. Koch,Leeds United,0,DEF,27.0,38.0,78.0,56.0,28.0,59.0,70.0
235,0.9514518854317126,1.0340478445680417,Marcelo,Olympique Lyonnais,0,DEF,41.0,51.0,84.0,74.0,41.0,51.0,64.0
236,2.0328250056463806,1.84601056196338,21 Bastos,Al Ain,0,DEF,30.0,50.0,74.0,49.0,28.0,62.0,68.0
237,0.10601755583305864,-0.0023109629735022803,21 Maicon,Al Nassr,0,DEF,40.0,52.0,79.0,84.0,73.0,55.0,60.0
238,3.0571525166599423,2.692471735639731,R. Le Normand,Real Sociedad,0,DEF,19.0,34.0,83.0,40.0,25.0,52.0,67.0
239,2.2750996143806117,1.8746764656310724,R. Holding,Arsenal,0,DEF,30.0,38.0,72.0,48.0,30.0,63.0,69.0
240,2.2889043272451604,1.7678351416145932,D. Da Silva,Olympique Lyonnais,0,DEF,25.0,43.0,80.0,57.0,31.0,42.0,69.0
241,2.496752987024485,1.655449446301137,G. Maripán,AS Monaco,0,DEF,39.0,30.0,79.0,58.0,27.0,45.0,61.0
242,0.8272672567723542,1.2565208162151194,J. Boateng,Olympique Lyonnais,0,DEF,34.0,46.0,83.0,78.0,31.0,64.0,71.0
243,1.6786750802268018,1.8777725888317407,Eric García,FC Barcelona,0,DEF,42.0,44.0,77.0,51.0,31.0,62.0,72.0
244,0.7130607327012917,1.33088590952635,J. Tarkowski,Burnley,0,DEF,40.0,52.0,83.0,63.0,53.0,63.0,69.0
245,1.0687545419683682,0.620890027748905,E. Mena,Racing Club,0,DEF,44.0,49.0,56.0,59.0,41.0,75.0,73.0
246,0.8120459500393267,0.8698526265510076,Carlos Neva,Granada CF,0,DEF,48.0,48.0,65.0,65.0,35.0,74.0,74.0
247,0.40172159522980383,0.8066985976545862,C. Taylor,Burnley,0,DEF,49.0,45.0,71.0,63.0,61.0,74.0,72.0
248,-0.8991105728019647,0.1336798007831989,A. Robertson,Liverpool,0,DEF,55.0,55.0,67.0,76.0,71.0,81.0,83.0
249,-0.12899952083008448,0.33976282871407454,21 Fábio Coentrão,Rio Ave FC,0,DEF,65.0,54.0,63.0,68.0,51.0,77.0,76.0
250,0.9553496025394524,1.503061304360138,Reinildo,LOSC Lille,0,DEF,55.0,40.0,74.0,58.0,35.0,73.0,75.0
251,-0.17356054039594823,0.4181085699353666,Miranda,Real Betis Balompié,0,DEF,49.0,44.0,71.0,75.0,65.0,76.0,76.0
252,0.3572461410446514,0.37774844321077916,Silas Almeim,Ceará Sporting Club,0,DEF,48.0,72.0,66.0,68.0,43.0,66.0,67.0
253,-0.6930569561866408,-1.0558569750812015,M. Rybus,FC Lokomotiv Moscow,0,DEF,66.0,67.0,49.0,75.0,76.0,72.0,70.0
254,0.4637452202740393,1.0039894973698522,Lafortiscinho,Juventude,0,DEF,48.0,55.0,72.0,54.0,65.0,72.0,71.0
255,0.1617739127907264,0.752692459576696,R. Bertrand,Leicester City,0,DEF,50.0,52.0,68.0,59.0,66.0,76.0,76.0
256,-0.8507948077408027,0.030858593379631,M. Casco,River Plate,0,DEF,60.0,64.0,65.0,79.0,55.0,78.0,81.0
257,-0.48023908045661406,0.5347134922842729,Jaume Costa,RCD Mallorca,0,DEF,57.0,56.0,75.0,75.0,59.0,70.0,79.0
258,-0.6615215988663437,0.36027365850151477,Sequeira,SC Braga,0,DEF,49.0,64.0,76.0,76.0,68.0,73.0,74.0
259,-0.8877283411696799,0.6531321721655166,Jordi Alba,FC Barcelona,0,DEF,73.0,59.0,70.0,64.0,63.0,81.0,85.0
260,-1.3808767362050072,-0.2822120099666817,Antunes,FC Paços de Ferreira,0,DEF,56.0,61.0,73.0,87.0,80.0,75.0,77.0
261,1.036021513170724,0.9357002929536168,E. Hysaj,Lazio,0,DEF,47.0,40.0,66.0,68.0,30.0,72.0,74.0
262,-0.41415134565739015,0.6981114698666235,L. Kurzawa,Paris Saint-Germain,0,DEF,66.0,54.0,72.0,69.0,53.0,76.0,80.0
263,0.6147847656409887,0.4815136610639962,N. Schulz,Borussia Dortmund,0,DEF,48.0,56.0,60.0,65.0,42.0,73.0,73.0
264,-0.5191105855179061,0.41044641892020695,A. Davies,FC Bayern München,0,DEF,67.0,60.0,64.0,71.0,44.0,85.0,79.0
265,-1.4068402763343721,-0.5436129873180964,R. Rodríguez,Torino F.C.,0,DEF,58.0,80.0,64.0,78.0,81.0,74.0,76.0
266,-1.8078072130667806,-0.2403857446149148,20 L. Baines,Everton,0,DEF,59.0,88.0,74.0,80.0,81.0,72.0,78.0
267,2.4633692051968707,1.2310715980182385,Z. Sanusi,FC Porto,0,DEF,29.0,42.0,59.0,49.0,29.0,63.0,65.0
268,0.22086153611344142,0.23598707856964804,R. Haps,Venezia FC,0,DEF,63.0,50.0,58.0,67.0,47.0,77.0,74.0
269,-0.8653420641104846,0.00610963872801012,Escudero,Granada CF,0,DEF,56.0,66.0,73.0,80.0,69.0,68.0,75.0
270,-0.6095435413994951,0.18220467365938678,A. Cresswell,West Ham United,0,DEF,54.0,59.0,68.0,71.0,73.0,76.0,77.0
271,0.11506212675699855,0.41585639920139594,B. Mendy,Manchester City,0,DEF,39.0,50.0,65.0,79.0,44.0,77.0,80.0
272,-0.3651379153665655,0.10947897860929057,Ismaily,Shakhtar Donetsk,0,DEF,60.0,51.0,59.0,75.0,50.0,83.0,81.0
273,-1.1664407490609194,0.08517073229460799,O. Zinchenko,Manchester City,0,DEF,58.0,59.0,70.0,77.0,76.0,80.0,82.0
274,0.25121439271185747,1.0899392303434037,Welington Dano,Clube Atlético Mineiro,0,DEF,51.0,61.0,69.0,55.0,52.0,77.0,78.0
275,-0.8004042085827284,0.27526631451393324,Yuri Berchiche,Athletic Club de Bilbao,0,DEF,61.0,59.0,74.0,82.0,55.0,72.0,79.0
276,-0.9124196343176428,-0.09869793793690154,Pedraza,Villarreal CF,0,DEF,72.0,64.0,66.0,78.0,57.0,76.0,75.0
277,0.04307812329929113,0.7593969816447201,F. Fabra,Boca Juniors,0,DEF,62.0,58.0,67.0,68.0,34.0,80.0,76.0
278,0.11901558562639332,0.22557800593299598,Mário Rui,Napoli,0,DEF,27.0,60.0,60.0,69.0,66.0,77.0,79.0
279,-0.21555618005369853,0.2808307562463059,Álex Moreno,Real Betis Balompié,0,DEF,59.0,70.0,60.0,61.0,57.0,78.0,75.0
280,-0.6691629167568187,-0.40627893289632544,F. Angileri,River Plate,0,DEF,63.0,65.0,61.0,78.0,63.0,74.0,71.0
281,-1.970180484599302,-0.6308912318671014,M. Acuña,Sevilla FC,0,DEF,66.0,76.0,58.0,82.0,75.0,87.0,88.0
282,-1.5701005044771075,-0.18073102101070967,L. Digne,Everton,0,DEF,60.0,60.0,71.0,83.0,83.0,78.0,84.0
283,-0.7415594955348892,-0.33249449479176574,Andeson Trigo,Fluminense,0,DEF,60.0,67.0,60.0,70.0,77.0,76.0,73.0
284,-1.0720462171389618,0.2964846134425216,T. Hernández,AC Milan,0,DEF,68.0,50.0,74.0,80.0,64.0,83.0,79.0
285,0.3488150234754471,1.515205042866488,N. Tagliafico,Ajax,0,DEF,55.0,46.0,82.0,65.0,40.0,73.0,77.0
286,-0.4112215045587747,0.10104402724902312,J. Roussillon,VfL Wolfsburg,0,DEF,63.0,51.0,63.0,75.0,56.0,78.0,78.0
287,-0.3025891498060893,-0.2860777547815798,L. Augustinsson,Sevilla FC,0,DEF,55.0,62.0,56.0,69.0,70.0,73.0,75.0
288,-1.3022461097161078,-1.1095902904713828,R. Guerreiro,Borussia Dortmund,0,DEF,77.0,44.0,43.0,79.0,82.0,88.0,87.0
289,-0.1905411700747101,0.07008651910491191,Alberto Moreno,Villarreal CF,0,DEF,59.0,54.0,61.0,80.0,40.0,76.0,78.0
290,-0.034294791000944506,1.1785689309641114,L. Shaw,Manchester United,0,DEF,44.0,44.0,78.0,70.0,54.0,80.0,82.0
291,-1.246629995668949,-0.14976480214539103,F. Ghoulam,Napoli,0,DEF,54.0,76.0,68.0,80.0,68.0,78.0,78.0
292,-0.0469571073469332,0.6914964535657925,Cote,CA Osasuna,0,DEF,46.0,45.0,75.0,69.0,71.0,74.0,75.0
293,-0.23177205389772357,0.1979777887158283,Juan Bernat,Paris Saint-Germain,0,DEF,65.0,53.0,56.0,67.0,51.0,82.0,82.0
294,1.5894158335339956,2.07961582059236,P. Estupiñán,Villarreal CF,0,DEF,20.0,69.0,75.0,41.0,36.0,73.0,71.0
295,2.716961626522008,2.4584336851649202,W. Orban,RB Leipzig,0,DEF,38.0,41.0,85.0,37.0,32.0,52.0,57.0
296,-0.18542464653400006,0.833168953815198,Azpilicueta,Chelsea,0,DEF,46.0,66.0,77.0,68.0,58.0,68.0,77.0
297,3.4246607540274674,2.7953627537043224,K. Manolas,Napoli,0,DEF,25.0,26.0,80.0,40.0,10.0,54.0,66.0
298,0.9063115933354109,1.2807725409198072,N. Mukiele,RB Leipzig,0,DEF,40.0,45.0,74.0,67.0,33.0,73.0,74.0
299,1.3860553044061619,1.3166959514845877,Marcano,FC Porto,0,DEF,43.0,45.0,81.0,65.0,37.0,54.0,64.0
300,-0.6744650768937411,0.19409830140942733,D. Criscito,Genoa,0,DEF,56.0,78.0,69.0,68.0,66.0,72.0,73.0
301,0.6281012937233118,0.8965291941608178,Pablo,FC Lokomotiv Moscow,0,DEF,49.0,57.0,81.0,68.0,50.0,58.0,62.0
302,1.4055121396474854,1.8425649887884326,José Fonte,LOSC Lille,0,DEF,42.0,43.0,85.0,60.0,32.0,61.0,68.0
303,1.4940315832323092,1.7040834231509252,21 N. Nkoulou,Torino F.C.,0,DEF,33.0,50.0,77.0,58.0,28.0,67.0,70.0
304,0.6920111239197685,1.043072986166803,K. Zouma,West Ham United,0,DEF,47.0,59.0,84.0,63.0,59.0,50.0,64.0
305,1.14545294888037,0.8899512821430468,Sokratis,Olympiacos CFP,0,DEF,47.0,38.0,80.0,77.0,35.0,58.0,60.0
306,0.554294300751404,0.7196752567529335,Yeray,Athletic Club de Bilbao,0,DEF,41.0,61.0,74.0,69.0,50.0,56.0,72.0
307,1.349221977371878,1.0093803301352429,L. Cabrera,RCD Espanyol de Barcelona,0,DEF,40.0,50.0,78.0,67.0,40.0,54.0,60.0
308,0.4977466091813611,2.033143670204733,J. Stones,Manchester City,0,DEF,52.0,52.0,84.0,55.0,37.0,72.0,83.0
309,3.877937327873063,2.825883210715444,J. Bednarek,Southampton,0,DEF,19.0,32.0,77.0,25.0,26.0,50.0,59.0
310,0.1941827581823458,1.0580861480281076,20 L. Perrin,AS Saint-Étienne,0,DEF,51.0,68.0,81.0,64.0,51.0,60.0,71.0
311,1.6443688098395517,2.0537185920565175,Diego Llorente,Leeds United,0,DEF,39.0,53.0,78.0,45.0,35.0,56.0,77.0
312,0.5834391673249176,0.5682436227513251,Daniel Carriço,Unión Deportiva Almería,0,DEF,48.0,62.0,73.0,66.0,54.0,58.0,64.0
313,1.473489427761867,1.9032922463849045,Nacho Fernández,Real Madrid CF,0,DEF,32.0,45.0,79.0,54.0,37.0,64.0,76.0
314,2.692160021977696,2.1174603392284985,Y. Gómez Andrade,Seattle Sounders FC,0,DEF,28.0,26.0,80.0,52.0,26.0,57.0,63.0
315,1.4595116117036997,1.5714460062160593,O. Toprak,SV Werder Bremen,0,DEF,33.0,43.0,78.0,62.0,33.0,66.0,69.0
316,-0.07670877994587133,0.6179762748851055,Juiano Mestres,Clube Atlético Mineiro,0,DEF,56.0,62.0,83.0,74.0,58.0,60.0,64.0
317,0.15459731483749625,0.11318870890835789,C. Günter,Sport-Club Freiburg,0,DEF,49.0,44.0,66.0,73.0,68.0,72.0,69.0
318,2.4103266072282583,1.459024152284017,V. Mykolenko,Dynamo Kyiv,0,DEF,44.0,35.0,66.0,47.0,32.0,54.0,66.0
319,0.11092867834555117,0.6741717451080219,B. Davies,Tottenham Hotspur,0,DEF,58.0,54.0,66.0,65.0,48.0,75.0,78.0
320,-0.8577613330846097,-0.4850370696311067,P. van Aanholt,Galatasaray SK,0,DEF,65.0,60.0,59.0,75.0,76.0,76.0,75.0
321,0.3574935269867618,0.37493123704421555,J. Bořil,SK Slavia Praha,0,DEF,58.0,51.0,67.0,70.0,49.0,70.0,67.0
322,0.2946637660447474,0.215304495033485,Clerc,Levante Unión Deportiva,0,DEF,56.0,50.0,57.0,64.0,56.0,77.0,74.0
323,1.4442575224346907,1.517047699238919,G. Clichy,Servette FC,0,DEF,34.0,45.0,68.0,52.0,38.0,75.0,74.0
324,0.5324963022865287,0.1871524432200873,H. Kamara,OGC Nice,0,DEF,61.0,46.0,55.0,68.0,41.0,74.0,74.0
325,-2.3816639215978643,-0.6032307155328106,A. Kolarov,Inter,0,DEF,60.0,80.0,79.0,95.0,89.0,76.0,76.0
326,-1.3938163658657847,-0.16525768506586097,Gerson Armão,Internacional,0,DEF,54.0,77.0,77.0,84.0,77.0,71.0,72.0
327,-1.6346647884812961,-0.7767669893984028,C. Erkin,Fatih Karagümrük S.K.,0,DEF,65.0,74.0,62.0,82.0,84.0,75.0,78.0
328,-1.9882141174357475,-0.6203842259504453,Alex Telles,Manchester United,0,DEF,63.0,81.0,68.0,87.0,79.0,77.0,80.0
329,-0.8537395227523152,0.5262991495419008,Alex Sandro,Juventus,0,DEF,55.0,60.0,76.0,78.0,59.0,79.0,80.0
330,2.0692227015733407,1.3011651774020365,R. Thomas,Angers SCO,0,DEF,22.0,55.0,79.0,64.0,34.0,31.0,68.0
331,-0.995807253110146,-0.08130699551414489,Enzo Chissano,Palmeiras,0,DEF,58.0,73.0,74.0,75.0,80.0,69.0,69.0
332,-1.3044967770136615,-0.5113395662146438,L. Olaza,Real Valladolid CF,0,DEF,65.0,65.0,65.0,81.0,80.0,72.0,78.0
333,-0.8556019061665586,1.0560992417229513,R. Bensebaini,Borussia Mönchengladbach,0,DEF,62.0,77.0,81.0,61.0,62.0,77.0,78.0
334,0.8908392495730157,0.5821079824964956,T. Malacia,Feyenoord,0,DEF,50.0,46.0,58.0,65.0,35.0,75.0,74.0
335,-0.3637470747520419,0.5094304652022564,Nacho Monreal,Real Sociedad,0,DEF,55.0,61.0,72.0,74.0,52.0,73.0,77.0
336,0.19342897985904783,0.04577787170949516,Ronaldo Esler,Fortaleza,0,DEF,45.0,49.0,60.0,78.0,49.0,76.0,74.0
337,0.3862625867512663,0.21053440021616276,M. Targett,Aston Villa,0,DEF,40.0,51.0,60.0,65.0,68.0,72.0,74.0
338,1.4123423719543555,1.5030473971545375,Rubén Duarte,Deportivo Alavés,0,DEF,28.0,40.0,75.0,51.0,62.0,64.0,73.0
339,-1.0610613673182983,-0.6553502982560961,P. Max,PSV,0,DEF,65.0,60.0,60.0,82.0,75.0,73.0,77.0
340,1.1285840709753627,1.3406953734085139,M. Olivera,Getafe CF,0,DEF,49.0,42.0,71.0,56.0,41.0,70.0,73.0
341,0.10920758349508655,0.9209319817449739,Reguilón,Tottenham Hotspur,0,DEF,52.0,42.0,72.0,72.0,45.0,78.0,81.0
342,-0.33368533033103587,0.3240323865311344,J. Amavi,Olympique de Marseille,0,DEF,60.0,65.0,67.0,72.0,49.0,74.0,75.0
343,-1.2377449329164603,0.18850260277977476,21 David Luiz,Arsenal,0,DEF,55.0,75.0,80.0,81.0,72.0,65.0,78.0
344,2.3682627258892355,1.7159776210835875,I. Diop,West Ham United,0,DEF,30.0,44.0,76.0,50.0,34.0,50.0,63.0
345,2.766935139946855,2.221161894025238,Vincente Dourado,Flamengo,0,DEF,21.0,34.0,78.0,45.0,32.0,51.0,69.0
346,0.3577259680354401,0.584949252300934,A. Conti,AC Milan,0,DEF,58.0,48.0,64.0,68.0,42.0,74.0,76.0
347,-1.864445860226931,-0.20492454165575208,J. Cuadrado,Juventus,0,DEF,70.0,65.0,67.0,84.0,69.0,90.0,85.0
348,-0.7062195442919541,-0.0881324009711916,Aleix Vidal,RCD Espanyol de Barcelona,0,DEF,68.0,51.0,63.0,81.0,54.0,79.0,79.0
349,0.2684885264746483,0.6684831145597976,M. Lowton,Burnley,0,DEF,52.0,49.0,71.0,72.0,46.0,72.0,73.0
350,-0.7217850781441717,0.7512686093581437,Jesús Navas,Sevilla FC,0,DEF,65.0,56.0,73.0,74.0,46.0,84.0,83.0
351,-0.11362166705851388,0.5942254491974499,S. Vrsaljko,Atlético de Madrid,0,DEF,44.0,52.0,73.0,75.0,57.0,74.0,77.0
352,-0.4876648770392119,0.31002864218310466,21 L. Piszczek,Borussia Dortmund,0,DEF,64.0,65.0,73.0,78.0,47.0,70.0,72.0
353,-1.5348708082983158,-0.3979675175157231,J. Tavernier,Rangers FC,0,DEF,67.0,83.0,67.0,77.0,75.0,76.0,74.0
354,2.220533288512702,2.0302352687853578,Zaldúa,Real Sociedad,0,DEF,25.0,32.0,77.0,48.0,41.0,60.0,72.0
355,-0.952176240166212,0.07357584720975427,T. Meunier,Borussia Dortmund,0,DEF,70.0,65.0,72.0,80.0,56.0,75.0,73.0
356,-0.821443721472118,0.35221599427530487,Ricardo Pereira,Leicester City,0,DEF,66.0,61.0,67.0,74.0,52.0,81.0,83.0
357,-0.6071853495504366,-0.41367545662033434,20 Mariano,Galatasaray SK,0,DEF,54.0,61.0,59.0,84.0,56.0,75.0,77.0
358,-0.5363920076010003,-0.011470638551765245,Cédric,Arsenal,0,DEF,54.0,60.0,65.0,76.0,64.0,75.0,76.0
359,-0.7901871928632493,-0.28449042684166725,Everticinho,RB Bragantino,0,DEF,69.0,64.0,60.0,72.0,68.0,76.0,75.0
360,-1.2885789313414306,0.3869591544489336,K. Trippier,Atlético de Madrid,0,DEF,54.0,66.0,79.0,75.0,82.0,74.0,82.0
361,-0.5935776591198632,-0.31187411417282523,Bruno Peres,Trabzonspor,0,DEF,53.0,70.0,60.0,78.0,59.0,75.0,74.0
362,0.40461987647048525,0.9506073353711534,N. Mazraoui,Ajax,0,DEF,63.0,37.0,65.0,67.0,33.0,82.0,81.0
363,-0.5776733339035581,0.6014260565456445,L. De Silvestri,Bologna,0,DEF,64.0,52.0,78.0,74.0,62.0,74.0,75.0
364,0.49407069578145,0.5025800388133352,S. Lainer,Borussia Mönchengladbach,0,DEF,59.0,45.0,64.0,73.0,33.0,76.0,71.0
365,-0.2169130812269175,0.3908826302491766,D. Sidibé,AS Monaco,0,DEF,60.0,43.0,69.0,69.0,70.0,75.0,76.0
366,0.4601872972353378,0.06343037414624489,T. Foket,Stade de Reims,0,DEF,50.0,49.0,56.0,67.0,57.0,72.0,73.0
367,-0.6685209069482266,0.23753813582963196,20 D. Basta,Lazio,0,DEF,58.0,55.0,72.0,77.0,66.0,74.0,77.0
368,-0.3625026618329066,0.17916917314047046,S. Coleman,Everton,0,DEF,61.0,55.0,65.0,75.0,53.0,77.0,76.0
369,1.9556665940445654,0.9695575865401014,Hugo Mallo,RC Celta de Vigo,0,DEF,28.0,23.0,65.0,67.0,38.0,62.0,71.0
370,-0.34346063204740923,0.9826904026523559,S. Aurier,Tottenham Hotspur,0,DEF,60.0,64.0,78.0,76.0,30.0,76.0,78.0
371,0.20543204701747764,0.11155164734493357,L. Dubois,Olympique Lyonnais,0,DEF,53.0,46.0,60.0,72.0,56.0,73.0,75.0
372,-0.5459663258814127,-0.23520478276458495,L. Advíncula,Boca Juniors,0,DEF,58.0,64.0,62.0,76.0,63.0,75.0,72.0
373,-1.265908742366714,-0.24947031420942276,D. Suárez,Getafe CF,0,DEF,64.0,67.0,70.0,83.0,70.0,74.0,76.0
374,-0.2820880991704797,-0.010640581341571148,De Marcos,Athletic Club de Bilbao,0,DEF,64.0,55.0,59.0,73.0,53.0,75.0,78.0
375,0.03854621185552228,0.5214083233267559,D. Foulquier,Valencia CF,0,DEF,63.0,49.0,68.0,74.0,40.0,76.0,74.0
376,0.5972783964761493,0.41566215431143816,Wellington Sabrão,Flamengo,0,DEF,50.0,50.0,60.0,64.0,50.0,75.0,71.0
377,2.294616070162811,2.045291722080526,K. Walker-Peters,Southampton,0,DEF,35.0,32.0,64.0,38.0,31.0,74.0,77.0
378,1.1891712437205058,1.025739449659921,B. Sosa,VfB Stuttgart,0,DEF,36.0,31.0,64.0,58.0,55.0,76.0,76.0
379,0.2152622705056378,0.726399581204012,Jonny,Wolverhampton Wanderers,0,DEF,49.0,46.0,69.0,68.0,54.0,76.0,77.0
380,-1.1587674662634142,0.8012770843745664,R. Gosens,Atalanta,0,DEF,79.0,50.0,82.0,76.0,58.0,80.0,82.0
381,0.057615658506224125,1.0081514137216228,F. Mendy,Real Madrid CF,0,DEF,63.0,49.0,72.0,69.0,35.0,80.0,78.0
382,-0.25953812212932387,0.8225982377654252,L. Spinazzola,Roma,0,DEF,60.0,59.0,69.0,68.0,41.0,83.0,80.0
383,-0.1470696663636514,0.30846323088219285,A. Masuaku,West Ham United,0,DEF,55.0,49.0,63.0,75.0,48.0,82.0,78.0
384,0.10080287035506483,0.4969625784292726,Gayà,Valencia CF,0,DEF,61.0,52.0,58.0,62.0,49.0,79.0,82.0
385,-0.33416109073854,-0.1133180639772353,F. Dimarco,Inter,0,DEF,50.0,66.0,58.0,65.0,75.0,74.0,76.0
386,-0.7774138285518258,0.3772339536379998,Renan Lodi,Atlético de Madrid,0,DEF,64.0,54.0,70.0,76.0,57.0,81.0,81.0
387,0.3983351173565067,1.8693323041247532,Marquinhos,Paris Saint-Germain,0,DEF,51.0,52.0,88.0,65.0,32.0,69.0,79.0
388,0.8839055808741856,-0.26259446918772944,Paulo Otávio,VfL Wolfsburg,0,DEF,51.0,41.0,41.0,66.0,46.0,78.0,75.0
389,0.687209380714474,0.7029462108922209,O. Wijndal,AZ Alkmaar,0,DEF,48.0,42.0,60.0,64.0,44.0,76.0,80.0
390,-1.0834906447378445,-0.6397106704116816,R. Perraud,Southampton,0,DEF,65.0,60.0,62.0,84.0,73.0,75.0,74.0
391,0.9623810790089463,0.7482038311370579,D. Calabria,AC Milan,0,DEF,40.0,48.0,64.0,62.0,48.0,70.0,72.0
392,-2.053318112299138,0.14266643437197024,Marcos Alonso,Chelsea,0,DEF,70.0,63.0,83.0,84.0,86.0,78.0,83.0
393,0.49337352104539445,0.9469860539271361,V. Coufal,West Ham United,0,DEF,50.0,49.0,70.0,66.0,42.0,73.0,76.0
394,-0.9242419675340674,-0.15149259110289104,K. Lala,Olympiacos CFP,0,DEF,59.0,75.0,66.0,73.0,71.0,73.0,74.0
395,0.675291579804522,-0.11048576332667052,M. Cash,Aston Villa,0,DEF,66.0,44.0,49.0,64.0,48.0,73.0,70.0
396,-0.46064199430411595,0.14203463427672328,Clinton Mata,Club Brugge KV,0,DEF,53.0,49.0,71.0,78.0,70.0,74.0,74.0
397,0.07540523754535304,0.03858530595777785,J. Svensson,Adana Demirspor,0,DEF,55.0,48.0,61.0,75.0,54.0,73.0,74.0
398,-0.01376848948457297,-0.018901988266638324,L. Rodríguez,Tigres U.A.N.L.,0,DEF,59.0,40.0,60.0,75.0,60.0,75.0,76.0
399,-1.3225877444550351,0.02012092356038322,K. Walker,Manchester City,0,DEF,51.0,63.0,74.0,86.0,71.0,79.0,81.0
